standard_taxon,TraitName1,avg.value,data.type
LINANTHUS PARVIFLORUS,Leaf N,17.511182,traits.at.species.level
LINANTHUS PARVIFLORUS,SLA,16.2304375,traits.at.species.level
LINANTHUS PUNGENS,Leaf C,502.53134215,traits.at.species.level
LINANTHUS PUNGENS,Leaf N,6.451302505,traits.at.species.level
LINANTHUS PUNGENS,SLA,18.48552294,traits.at.species.level
LINARIA VULGARIS,Height,0.576979166666667,traits.at.species.level
LINARIA VULGARIS,LA,64.7416975308642,traits.at.species.level
LINARIA VULGARIS,Leaf C,456.276666666667,traits.at.species.level
LINARIA VULGARIS,Leaf N,17.0060616563636,traits.at.species.level
LINARIA VULGARIS,Leaf P,1.46,traits.at.species.level
LINARIA VULGARIS,Seed dry mass,0.125,traits.at.species.level
LINARIA VULGARIS,SLA,25.2708685436914,traits.at.species.level
LINNAEA BOREALIS,Height,0.06,traits.at.species.level
LINNAEA BOREALIS,LA,106.805,traits.at.species.level
LINNAEA BOREALIS,Leaf N,9.20494727176471,traits.at.species.level
LINNAEA BOREALIS,Seed dry mass,1.15,traits.at.species.level
LINNAEA BOREALIS,SLA,26.6549056384815,traits.at.species.level
LINUM,Seed dry mass,0.558,traits.at.species.level
LINUM BIENNE,Height,0.238214285714286,traits.at.species.level
LINUM BIENNE,LA,16.92,traits.at.species.level
LINUM BIENNE,SLA,20.7769442460104,traits.at.species.level
LINUM CATHARTICUM,Height,0.194759173669468,traits.at.species.level
LINUM CATHARTICUM,LA,14.0993816425121,traits.at.species.level
LINUM CATHARTICUM,Leaf C,455.1591764725,traits.at.species.level
LINUM CATHARTICUM,Leaf N,15.7502035924199,traits.at.species.level
LINUM CATHARTICUM,Leaf P,0.8739546405,traits.at.species.level
LINUM CATHARTICUM,Seed dry mass,0.147555555555555,traits.at.species.level
LINUM CATHARTICUM,SLA,28.4567860586301,traits.at.species.level
LINUM SULCATUM,Height,0.459692307692308,traits.at.species.level
LINUM SULCATUM,Leaf C,428.125,traits.at.species.level
LINUM SULCATUM,Leaf N,23.055,traits.at.species.level
LINUM SULCATUM,Seed dry mass,0.4849,traits.at.species.level
LINUM SULCATUM,SLA,13.0744856960296,traits.at.species.level
LINUM USITATISSIMUM,Height,0.65,traits.at.species.level
LINUM USITATISSIMUM,Leaf C,519.2333333,traits.at.species.level
LINUM USITATISSIMUM,Leaf N,46.33333333,traits.at.species.level
LINUM USITATISSIMUM,Leaf P,2.5564769,traits.at.species.level
LINUM USITATISSIMUM,Seed dry mass,3.972,traits.at.species.level
LINUM USITATISSIMUM,SLA,26.81807828,traits.at.species.level
LINUM VIRGINIANUM,Height,0.5,traits.at.species.level
LINUM VIRGINIANUM,Seed dry mass,0.442,traits.at.species.level
LIPARIS LOESELII,Height,0.0914285714285714,traits.at.species.level
LIPARIS LOESELII,Seed dry mass,0.004,traits.at.species.level
LIQUIDAMBAR STYRACIFLUA,Height,14.8886384635559,traits.at.species.level
LIQUIDAMBAR STYRACIFLUA,LA,6283.67361111111,traits.at.species.level
LIQUIDAMBAR STYRACIFLUA,Leaf C,468.868524,traits.at.species.level
LIQUIDAMBAR STYRACIFLUA,Leaf K,5.6723515125,traits.at.species.level
LIQUIDAMBAR STYRACIFLUA,Leaf N,16.2167564908805,traits.at.species.level
LIQUIDAMBAR STYRACIFLUA,Leaf P,1.05658763,traits.at.species.level
LIQUIDAMBAR STYRACIFLUA,Seed dry mass,4.8,traits.at.species.level
LIQUIDAMBAR STYRACIFLUA,SLA,17.6245631295857,traits.at.species.level
LIRIODENDRON TULIPIFERA,Height,20.2052483354124,traits.at.species.level
LIRIODENDRON TULIPIFERA,LA,10901.0886904762,traits.at.species.level
LIRIODENDRON TULIPIFERA,Leaf C,469.246153846154,traits.at.species.level
LIRIODENDRON TULIPIFERA,Leaf K,9.06666666666667,traits.at.species.level
LIRIODENDRON TULIPIFERA,Leaf N,23.222246875,traits.at.species.level
LIRIODENDRON TULIPIFERA,Leaf P,1.22988888888889,traits.at.species.level
LIRIODENDRON TULIPIFERA,Seed dry mass,10.338,traits.at.species.level
LIRIODENDRON TULIPIFERA,SLA,27.4655077598903,traits.at.species.level
LITHOSPERMUM CANESCENS,Height,0.205754716981132,traits.at.species.level
LITHOSPERMUM CANESCENS,LA,675,traits.at.species.level
LITHOSPERMUM CANESCENS,Leaf C,407.1918,traits.at.species.level
LITHOSPERMUM CANESCENS,Leaf N,13.0004,traits.at.species.level
LITHOSPERMUM CANESCENS,Seed dry mass,2.90252307692308,traits.at.species.level
LITHOSPERMUM CANESCENS,SLA,14.4047282467456,traits.at.species.level
LITHOSPERMUM CAROLINIENSE,Height,0.8,traits.at.species.level
LITHOSPERMUM CAROLINIENSE,Leaf C,417.28625,traits.at.species.level
LITHOSPERMUM CAROLINIENSE,Leaf N,18.6277777777778,traits.at.species.level
LITHOSPERMUM CAROLINIENSE,Leaf P,1.175,traits.at.species.level
LITHOSPERMUM CAROLINIENSE,Seed dry mass,5.657,traits.at.species.level
LITHOSPERMUM CAROLINIENSE,SLA,13.8336022579067,traits.at.species.level
LITHOSPERMUM INCISUM,Height,0.261846153846154,traits.at.species.level
LITHOSPERMUM INCISUM,Leaf C,383.86,traits.at.species.level
LITHOSPERMUM INCISUM,Leaf N,19.06,traits.at.species.level
LITHOSPERMUM INCISUM,Seed dry mass,10.9242,traits.at.species.level
LITHOSPERMUM INCISUM,SLA,14.7982740655002,traits.at.species.level
LOBELIA INFLATA,Height,0.8,traits.at.species.level
LOBELIA INFLATA,LA,174,traits.at.species.level
LOBELIA INFLATA,Seed dry mass,0.014,traits.at.species.level
LOBELIA INFLATA,SLA,40.3,traits.at.species.level
LOBELIA PURPURASCENS,Height,0.05,traits.at.species.level
LOBELIA PURPURASCENS,LA,48.0194,traits.at.species.level
LOBELIA PURPURASCENS,Seed dry mass,0.1534,traits.at.species.level
LOBELIA PURPURASCENS,SLA,35.6915415489909,traits.at.species.level
LOISELEURIA PROCUMBENS,Height,0.0932857142857143,traits.at.species.level
LOISELEURIA PROCUMBENS,LA,8.80238139534884,traits.at.species.level
LOISELEURIA PROCUMBENS,Leaf N,8.88333333333333,traits.at.species.level
LOISELEURIA PROCUMBENS,Seed dry mass,0.0175,traits.at.species.level
LOISELEURIA PROCUMBENS,SLA,4.57917314170777,traits.at.species.level
LOLIUM MULTIFLORUM,Height,0.6,traits.at.species.level
LOLIUM MULTIFLORUM,Leaf C,427.789421602083,traits.at.species.level
LOLIUM MULTIFLORUM,Leaf K,14.89766298,traits.at.species.level
LOLIUM MULTIFLORUM,Leaf N,28.1854892428571,traits.at.species.level
LOLIUM MULTIFLORUM,Leaf P,2.75617726078261,traits.at.species.level
LOLIUM MULTIFLORUM,Seed dry mass,2.215,traits.at.species.level
LOLIUM MULTIFLORUM,SLA,18.5051470590943,traits.at.species.level
LOLIUM PERENNE,Height,0.241396890397436,traits.at.species.level
LOLIUM PERENNE,LA,1441.2584048062,traits.at.species.level
LOLIUM PERENNE,Leaf C,455.414738581798,traits.at.species.level
LOLIUM PERENNE,Leaf K,21.9500514538491,traits.at.species.level
LOLIUM PERENNE,Leaf N,28.1794832590832,traits.at.species.level
LOLIUM PERENNE,Leaf P,3.29807986826986,traits.at.species.level
LOLIUM PERENNE,Seed dry mass,1.7589051365628,traits.at.species.level
LOLIUM PERENNE,SLA,18.4579757923805,traits.at.species.level
LOLIUM RIGIDUM,Height,0.171922222222222,traits.at.species.level
LOLIUM RIGIDUM,LA,169.979444444444,traits.at.species.level
LOLIUM RIGIDUM,Leaf C,390.62,traits.at.species.level
LOLIUM RIGIDUM,Leaf N,18.955,traits.at.species.level
LOLIUM RIGIDUM,Leaf P,1.93,traits.at.species.level
LOLIUM RIGIDUM,Seed dry mass,2.32766666666667,traits.at.species.level
LOLIUM RIGIDUM,SLA,25.8511599041972,traits.at.species.level
LOMATIUM FOENICULACEUM,Leaf C,397.52,traits.at.species.level
LOMATIUM FOENICULACEUM,Leaf N,21.45,traits.at.species.level
LOMATIUM UTRICULATUM,Height,0.241,traits.at.species.level
LOMATIUM UTRICULATUM,Leaf C,392.2,traits.at.species.level
LOMATIUM UTRICULATUM,Leaf N,25,traits.at.species.level
LOMATIUM UTRICULATUM,Seed dry mass,8.94,traits.at.species.level
LOMATIUM UTRICULATUM,SLA,10.4768843853333,traits.at.species.level
LOMATOGONIUM CARINTHIACUM,Height,0.05,traits.at.species.level
LONICERA JAPONICA,Height,10,traits.at.species.level
LONICERA JAPONICA,LA,867.5,traits.at.species.level
LONICERA JAPONICA,Leaf C,481.84018092,traits.at.species.level
LONICERA JAPONICA,Leaf K,22.90700072,traits.at.species.level
LONICERA JAPONICA,Leaf N,22.89110967125,traits.at.species.level
LONICERA JAPONICA,Leaf P,2.1881592,traits.at.species.level
LONICERA JAPONICA,SLA,21.2762627151161,traits.at.species.level
LONICERA MAACKII,Height,2,traits.at.species.level
LONICERA MAACKII,LA,2263.58418079096,traits.at.species.level
LONICERA MAACKII,Leaf C,387.641914265793,traits.at.species.level
LONICERA MAACKII,Leaf K,9.84757834778918,traits.at.species.level
LONICERA MAACKII,Leaf N,19.7845350921625,traits.at.species.level
LONICERA MAACKII,Leaf P,2.52109750354122,traits.at.species.level
LONICERA MAACKII,SLA,26.862196869867,traits.at.species.level
LOTUS CORNICULATUS,Height,0.234564888888889,traits.at.species.level
LOTUS CORNICULATUS,LA,191.449329059829,traits.at.species.level
LOTUS CORNICULATUS,Leaf C,464.600531709043,traits.at.species.level
LOTUS CORNICULATUS,Leaf N,33.8504426695845,traits.at.species.level
LOTUS CORNICULATUS,Leaf P,1.52248711858817,traits.at.species.level
LOTUS CORNICULATUS,Seed dry mass,1.37288111888112,traits.at.species.level
LOTUS CORNICULATUS,SLA,21.848616825429,traits.at.species.level
LOTUS PEDUNCULATUS,Leaf C,469.433333333333,traits.at.species.level
LOTUS PEDUNCULATUS,Leaf N,31.5666666666667,traits.at.species.level
LOTUS PEDUNCULATUS,Seed dry mass,0.3,traits.at.species.level
LOTUS PEDUNCULATUS,SLA,27.748,traits.at.species.level
LOTUS PURSHIANUS,Height,0.325,traits.at.species.level
LOTUS PURSHIANUS,Leaf C,426.6,traits.at.species.level
LOTUS PURSHIANUS,Leaf N,27.7,traits.at.species.level
LOTUS PURSHIANUS,Seed dry mass,5.09,traits.at.species.level
LOTUS PURSHIANUS,SLA,22.0577172833333,traits.at.species.level
LOUDETIA SIMPLEX,Leaf C,511.6056931,traits.at.species.level
LOUDETIA SIMPLEX,Leaf K,2.81467,traits.at.species.level
LOUDETIA SIMPLEX,Leaf N,9.73942746718245,traits.at.species.level
LOUDETIA SIMPLEX,Leaf P,1.24119,traits.at.species.level
LOUDETIA SIMPLEX,SLA,8.570082256,traits.at.species.level
LUPINUS,Leaf N,32.2,traits.at.species.level
LUPINUS,SLA,19.2307692308846,traits.at.species.level
LUPINUS ALBICAULIS,Height,0.4,traits.at.species.level
LUPINUS BICOLOR,Height,0.156538461538462,traits.at.species.level
LUPINUS BICOLOR,LA,243.153448275862,traits.at.species.level
LUPINUS BICOLOR,Leaf C,382.3,traits.at.species.level
LUPINUS BICOLOR,Leaf N,30.0333333333333,traits.at.species.level
LUPINUS BICOLOR,Seed dry mass,8.24,traits.at.species.level
LUPINUS BICOLOR,SLA,12.9669451336975,traits.at.species.level
LUPINUS LATIFOLIUS,Leaf C,480.378286195455,traits.at.species.level
LUPINUS LATIFOLIUS,Leaf K,17.7017208318182,traits.at.species.level
LUPINUS LATIFOLIUS,Leaf N,50.1284408013333,traits.at.species.level
LUPINUS LATIFOLIUS,Leaf P,2.00200763181818,traits.at.species.level
LUPINUS LATIFOLIUS,SLA,23.0376296373913,traits.at.species.level
LUPINUS NANUS,Height,0.25,traits.at.species.level
LUPINUS NANUS,Seed dry mass,9.87,traits.at.species.level
LUPINUS NANUS,SLA,15.24159,traits.at.species.level
LUPINUS PERENNIS,Height,0.6,traits.at.species.level
LUPINUS PERENNIS,Leaf N,31.3438504469231,traits.at.species.level
LUPINUS PERENNIS,Seed dry mass,22.7585,traits.at.species.level
LUPINUS PERENNIS,SLA,18.3434190638033,traits.at.species.level
LUPINUS POLYPHYLLUS,Height,0.723333333333333,traits.at.species.level
LUPINUS POLYPHYLLUS,LA,1061.32333333333,traits.at.species.level
LUPINUS POLYPHYLLUS,Leaf N,29.8,traits.at.species.level
LUPINUS POLYPHYLLUS,SLA,25.9251321092065,traits.at.species.level
LUPINUS SERICEUS,SLA,13.0002120023333,traits.at.species.level
LUPINUS SUCCULENTUS,Leaf C,375.4,traits.at.species.level
LUPINUS SUCCULENTUS,Leaf N,36.3,traits.at.species.level
LUPINUS SUCCULENTUS,SLA,14.51173243,traits.at.species.level
LUZULA CAMPESTRIS,Height,0.136125,traits.at.species.level
LUZULA CAMPESTRIS,LA,400,traits.at.species.level
LUZULA CAMPESTRIS,Leaf C,452.672121218182,traits.at.species.level
LUZULA CAMPESTRIS,Leaf N,27.058666666,traits.at.species.level
LUZULA CAMPESTRIS,Seed dry mass,0.603833333333333,traits.at.species.level
LUZULA CAMPESTRIS,SLA,24.2985427124676,traits.at.species.level
LUZULA CHILENSIS,Height,0.1765,traits.at.species.level
LUZULA CHILENSIS,Leaf C,448.1,traits.at.species.level
LUZULA CHILENSIS,Leaf N,11.42,traits.at.species.level
LUZULA CHILENSIS,Leaf P,1.456,traits.at.species.level
LUZULA COMOSA,Height,0.6,traits.at.species.level
LUZULA COMOSA,Seed dry mass,0.371,traits.at.species.level
LUZULA MODESTA,Height,0.3,traits.at.species.level
LUZULA MODESTA,LA,429.122165233333,traits.at.species.level
LUZULA MODESTA,Seed dry mass,0.381440428571429,traits.at.species.level
LUZULA MODESTA,SLA,19.58262997,traits.at.species.level
LUZULA MULTIFLORA,Height,0.127938186275,traits.at.species.level
LUZULA MULTIFLORA,LA,171.580256457143,traits.at.species.level
LUZULA MULTIFLORA,Leaf C,488.616445336901,traits.at.species.level
LUZULA MULTIFLORA,Leaf N,24.6869496942588,traits.at.species.level
LUZULA MULTIFLORA,Seed dry mass,0.42118,traits.at.species.level
LUZULA MULTIFLORA,SLA,28.3286923981382,traits.at.species.level
LUZULA PILOSA,Leaf C,466,traits.at.species.level
LUZULA PILOSA,Leaf N,18.8769230769231,traits.at.species.level
LUZULA PILOSA,Leaf P,3.34,traits.at.species.level
LUZULA PILOSA,Seed dry mass,1.6971,traits.at.species.level
LUZULA PILOSA,SLA,25.9,traits.at.species.level
LUZULA RACEMOSA,Leaf N,12.4,traits.at.species.level
LUZULA RACEMOSA,SLA,9.80392156861372,traits.at.species.level
LUZULA SPICATA,Height,0.119755555555556,traits.at.species.level
LUZULA SPICATA,LA,33.8666453201971,traits.at.species.level
LUZULA SPICATA,Leaf C,442.823763000329,traits.at.species.level
LUZULA SPICATA,Leaf N,21.4619777711305,traits.at.species.level
LUZULA SPICATA,Seed dry mass,0.3048,traits.at.species.level
LUZULA SPICATA,SLA,14.0118461725452,traits.at.species.level
LUZULA SUDETICA,Height,0.10625,traits.at.species.level
LUZULA SUDETICA,LA,236.65,traits.at.species.level
LUZULA SUDETICA,Seed dry mass,0.2975,traits.at.species.level
LUZULA SUDETICA,SLA,32.2666666666667,traits.at.species.level
LYONIA LUCIDA,Height,1.75,traits.at.species.level
LYONIA LUCIDA,LA,1448.75213675214,traits.at.species.level
LYONIA LUCIDA,Leaf N,8.81428571428571,traits.at.species.level
LYONIA LUCIDA,Leaf P,0.343767,traits.at.species.level
LYONIA LUCIDA,SLA,7.30794763849168,traits.at.species.level
LYONIA MARIANA,LA,753,traits.at.species.level
LYONIA MARIANA,Leaf N,15.6,traits.at.species.level
LYONIA MARIANA,SLA,11.7689607843,traits.at.species.level
LYSIMACHIA ARVENSIS,Height,1.82530187,traits.at.species.level
LYSIMACHIA ARVENSIS,LA,150.7,traits.at.species.level
LYSIMACHIA ARVENSIS,Leaf N,16.12,traits.at.species.level
LYSIMACHIA ARVENSIS,Leaf P,1.26062885,traits.at.species.level
LYSIMACHIA ARVENSIS,Seed dry mass,0.52079,traits.at.species.level
LYSIMACHIA ARVENSIS,SLA,37.2813915901786,traits.at.species.level
LYSIMACHIA EUROPAEA,Height,0.0978263888888889,traits.at.species.level
LYSIMACHIA EUROPAEA,LA,449.25037723444,traits.at.species.level
LYSIMACHIA EUROPAEA,Leaf C,448.433983473788,traits.at.species.level
LYSIMACHIA EUROPAEA,Leaf N,23.3403952043797,traits.at.species.level
LYSIMACHIA EUROPAEA,Leaf P,0.74005740376555,traits.at.species.level
LYSIMACHIA EUROPAEA,SLA,48.3339996033074,traits.at.species.level
LYSIMACHIA MARITIMA,Height,0.05,traits.at.species.level
LYSIMACHIA MARITIMA,LA,24.53,traits.at.species.level
LYSIMACHIA MARITIMA,Leaf N,18.7935133457184,traits.at.species.level
LYSIMACHIA MARITIMA,Leaf P,1.26285714285714,traits.at.species.level
LYSIMACHIA MARITIMA,SLA,17.6602899737688,traits.at.species.level
LYSIMACHIA NEMORUM,Height,0.2,traits.at.species.level
LYTHRUM HYSSOPIFOLIA,Height,0.5,traits.at.species.level
LYTHRUM HYSSOPIFOLIA,LA,19.29266666,traits.at.species.level
LYTHRUM HYSSOPIFOLIA,Seed dry mass,0.5,traits.at.species.level
LYTHRUM HYSSOPIFOLIA,SLA,24.5130769233333,traits.at.species.level
LYTHRUM SALICARIA,Height,0.746454545454546,traits.at.species.level
LYTHRUM SALICARIA,LA,1019.13081339713,traits.at.species.level
LYTHRUM SALICARIA,Leaf C,439.540973235022,traits.at.species.level
LYTHRUM SALICARIA,Leaf N,20.9969110878893,traits.at.species.level
LYTHRUM SALICARIA,Leaf P,1.50032351253812,traits.at.species.level
LYTHRUM SALICARIA,Seed dry mass,0.0540714285714286,traits.at.species.level
LYTHRUM SALICARIA,SLA,18.3893198250676,traits.at.species.level
MACLEANIA RUPESTRIS,LA,3439.76954545455,traits.at.species.level
MACLEANIA RUPESTRIS,SLA,5.23327957696041,traits.at.species.level
MADIA EXIGUA,Leaf C,456.676742233333,traits.at.species.level
MADIA EXIGUA,Leaf N,35.2414258533333,traits.at.species.level
MADIA EXIGUA,SLA,17.5854672433333,traits.at.species.level
MADIA SATIVA,Seed dry mass,3.85,traits.at.species.level
MAIREANA ENCHYLAENOIDES,Leaf C,406.61051465,traits.at.species.level
MAIREANA ENCHYLAENOIDES,Leaf N,32.6321368975,traits.at.species.level
MAIREANA ENCHYLAENOIDES,SLA,2.154771056,traits.at.species.level
MAIREANA HUMILLIMA,Leaf C,397.70250438,traits.at.species.level
MAIREANA HUMILLIMA,Leaf N,37.626514488,traits.at.species.level
MAIREANA HUMILLIMA,SLA,1.15219403504,traits.at.species.level
MAIREANA PENTAGONA,Seed dry mass,1.326,traits.at.species.level
MALVA MOSCHATA,Height,0.4,traits.at.species.level
MALVA NEGLECTA,Height,0.255,traits.at.species.level
MALVA NEGLECTA,LA,348.75,traits.at.species.level
MALVA NEGLECTA,Seed dry mass,1.492,traits.at.species.level
MALVA NEGLECTA,SLA,26.6359223300971,traits.at.species.level
MEDICAGO LUPULINA,Height,0.245127413793104,traits.at.species.level
MEDICAGO LUPULINA,LA,360.866034589855,traits.at.species.level
MEDICAGO LUPULINA,Leaf C,461.659166675,traits.at.species.level
MEDICAGO LUPULINA,Leaf N,34.3495,traits.at.species.level
MEDICAGO LUPULINA,Leaf P,1.624156162,traits.at.species.level
MEDICAGO LUPULINA,Seed dry mass,1.3165,traits.at.species.level
MEDICAGO LUPULINA,SLA,27.2844558137229,traits.at.species.level
MEDICAGO MINIMA,Height,0.459870291666667,traits.at.species.level
MEDICAGO MINIMA,LA,83.41875,traits.at.species.level
MEDICAGO MINIMA,Leaf C,447.333333331667,traits.at.species.level
MEDICAGO MINIMA,Leaf N,38.1453733333667,traits.at.species.level
MEDICAGO MINIMA,Leaf P,1.71866666667333,traits.at.species.level
MEDICAGO MINIMA,Seed dry mass,1.231037,traits.at.species.level
MEDICAGO MINIMA,SLA,23.0080004309764,traits.at.species.level
MEDICAGO POLYMORPHA,Height,0.396,traits.at.species.level
MEDICAGO POLYMORPHA,LA,386.857142857143,traits.at.species.level
MEDICAGO POLYMORPHA,Leaf C,427.3,traits.at.species.level
MEDICAGO POLYMORPHA,Leaf N,41.3,traits.at.species.level
MEDICAGO POLYMORPHA,Seed dry mass,3.02168125,traits.at.species.level
MEDICAGO POLYMORPHA,SLA,26.1272071016397,traits.at.species.level
MEDICAGO RUTHENICA,Height,0.633333333333333,traits.at.species.level
MEDICAGO RUTHENICA,LA,160.445282791389,traits.at.species.level
MEDICAGO RUTHENICA,Leaf C,462.335963624997,traits.at.species.level
MEDICAGO RUTHENICA,Leaf K,10.8086634605429,traits.at.species.level
MEDICAGO RUTHENICA,Leaf N,28.0865812909979,traits.at.species.level
MEDICAGO RUTHENICA,Leaf P,1.52139633911427,traits.at.species.level
MEDICAGO RUTHENICA,SLA,35.8727835435335,traits.at.species.level
MEDICAGO SATIVA,Height,0.328044,traits.at.species.level
MEDICAGO SATIVA,LA,187.711477895355,traits.at.species.level
MEDICAGO SATIVA,Leaf C,447.14,traits.at.species.level
MEDICAGO SATIVA,Leaf N,39.8130907407407,traits.at.species.level
MEDICAGO SATIVA,Leaf P,2.30125,traits.at.species.level
MEDICAGO SATIVA,Seed dry mass,2.8,traits.at.species.level
MEDICAGO SATIVA,SLA,22.8472436306075,traits.at.species.level
MELAMPYRUM PRATENSE,Height,0.190416666666667,traits.at.species.level
MELAMPYRUM PRATENSE,LA,316.448214285714,traits.at.species.level
MELAMPYRUM PRATENSE,Leaf C,447.2,traits.at.species.level
MELAMPYRUM PRATENSE,Leaf N,27.275,traits.at.species.level
MELAMPYRUM PRATENSE,Leaf P,2.596,traits.at.species.level
MELAMPYRUM PRATENSE,Seed dry mass,6.0069,traits.at.species.level
MELAMPYRUM PRATENSE,SLA,27.6687376313106,traits.at.species.level
MELAMPYRUM SYLVATICUM,Height,0.16,traits.at.species.level
MELAMPYRUM SYLVATICUM,LA,343.185714285714,traits.at.species.level
MELAMPYRUM SYLVATICUM,Leaf C,449.472506037676,traits.at.species.level
MELAMPYRUM SYLVATICUM,Leaf N,27.3808008955472,traits.at.species.level
MELAMPYRUM SYLVATICUM,Leaf P,2.13749473279622,traits.at.species.level
MELAMPYRUM SYLVATICUM,SLA,40.9723187431131,traits.at.species.level
MELICA CALIFORNICA,Leaf C,395,traits.at.species.level
MELICA CALIFORNICA,Leaf N,20.5,traits.at.species.level
MELICA NUTANS,Height,0.452166666666667,traits.at.species.level
MELICA NUTANS,LA,576.014571428572,traits.at.species.level
MELICA NUTANS,Leaf C,460.5,traits.at.species.level
MELICA NUTANS,Leaf N,28.07,traits.at.species.level
MELICA NUTANS,Leaf P,1.7,traits.at.species.level
MELICA NUTANS,Seed dry mass,2.4,traits.at.species.level
MELICA NUTANS,SLA,45.2394355171685,traits.at.species.level
MELICYTUS DENTATUS,Height,3,traits.at.species.level
MELICYTUS DENTATUS,LA,108.5902,traits.at.species.level
MELICYTUS DENTATUS,Seed dry mass,5.8825,traits.at.species.level
MELICYTUS DENTATUS,SLA,25.0749422952985,traits.at.species.level
MELILOTUS ALBUS,Height,0.603983333333334,traits.at.species.level
MELILOTUS ALBUS,LA,829.388272995239,traits.at.species.level
MELILOTUS ALBUS,Leaf C,414.3105,traits.at.species.level
MELILOTUS ALBUS,Leaf N,41.3876666666667,traits.at.species.level
MELILOTUS ALBUS,Leaf P,1.17,traits.at.species.level
MELILOTUS ALBUS,SLA,19.8430237791819,traits.at.species.level
MELILOTUS INDICUS,Height,0.4,traits.at.species.level
MELILOTUS INDICUS,Leaf C,421.9,traits.at.species.level
MELILOTUS INDICUS,Leaf N,38.3,traits.at.species.level
MELILOTUS INDICUS,SLA,23.8603156,traits.at.species.level
MELILOTUS OFFICINALIS,Height,0.537692307692308,traits.at.species.level
MELILOTUS OFFICINALIS,LA,78.66,traits.at.species.level
MELILOTUS OFFICINALIS,Leaf C,421.256,traits.at.species.level
MELILOTUS OFFICINALIS,Leaf N,44.103,traits.at.species.level
MELILOTUS OFFICINALIS,Seed dry mass,4.22,traits.at.species.level
MELILOTUS OFFICINALIS,SLA,16.0754163659834,traits.at.species.level
MELINIS REPENS,Height,0.8664,traits.at.species.level
MELINIS REPENS,LA,382.1944,traits.at.species.level
MELINIS REPENS,Leaf N,21.8111111111111,traits.at.species.level
MELINIS REPENS,Seed dry mass,0.209333333333333,traits.at.species.level
MELINIS REPENS,SLA,13.6406372827793,traits.at.species.level
MELOCHIA PYRAMIDATA,SLA,6.600660066,traits.at.species.level
MENTHA ARVENSIS,Height,0.381125,traits.at.species.level
MENTHA ARVENSIS,LA,816.8076,traits.at.species.level
MENTHA ARVENSIS,Leaf C,425.509510803223,traits.at.species.level
MENTHA ARVENSIS,Leaf N,16.2968148177011,traits.at.species.level
MENTHA ARVENSIS,Seed dry mass,0.145828571428571,traits.at.species.level
MENTHA ARVENSIS,SLA,38.9850017006939,traits.at.species.level
MENTHA PULEGIUM,Height,0.39776,traits.at.species.level
MENTHA PULEGIUM,LA,63,traits.at.species.level
MENTHA PULEGIUM,Seed dry mass,0.1,traits.at.species.level
MENTHA PULEGIUM,SLA,29.4770954794963,traits.at.species.level
MERTENSIA LANCEOLATA,Height,0.157388888888889,traits.at.species.level
MERTENSIA LANCEOLATA,LA,137.403636363636,traits.at.species.level
MERTENSIA LANCEOLATA,Leaf C,440.219148141667,traits.at.species.level
MERTENSIA LANCEOLATA,Leaf N,29.1855324808333,traits.at.species.level
MERTENSIA LANCEOLATA,SLA,13.0990705218458,traits.at.species.level
MESEMBRYANTHEMUM CRYSTALLINUM,Height,0.161278994,traits.at.species.level
MESEMBRYANTHEMUM CRYSTALLINUM,LA,16,traits.at.species.level
MESEMBRYANTHEMUM CRYSTALLINUM,Seed dry mass,0.104399,traits.at.species.level
MESEMBRYANTHEMUM CRYSTALLINUM,SLA,50.566286,traits.at.species.level
MESEMBRYANTHEMUM NODIFLORUM,Height,0.2,traits.at.species.level
MESEMBRYANTHEMUM NODIFLORUM,LA,75,traits.at.species.level
MICROCHLOA CAFFRA,Leaf N,26.8,traits.at.species.level
MICROPUS CALIFORNICUS,Height,0.14,traits.at.species.level
MICROPUS CALIFORNICUS,Leaf C,415.1,traits.at.species.level
MICROPUS CALIFORNICUS,Leaf N,27.4,traits.at.species.level
MICROPUS CALIFORNICUS,Seed dry mass,1.94,traits.at.species.level
MICROPUS CALIFORNICUS,SLA,46.15545718,traits.at.species.level
MICROSERIS LANCEOLATA,Height,1.318,traits.at.species.level
MICROSERIS LANCEOLATA,LA,817.194,traits.at.species.level
MICROSERIS LANCEOLATA,Seed dry mass,2.68077777777778,traits.at.species.level
MICROSERIS LANCEOLATA,SLA,11.8541353963636,traits.at.species.level
MICROSTERIS GRACILIS,Leaf C,440.6637632,traits.at.species.level
MICROSTERIS GRACILIS,Leaf N,34.97589281,traits.at.species.level
MICROSTERIS GRACILIS,Seed dry mass,0.83,traits.at.species.level
MICROSTERIS GRACILIS,SLA,23.31153846,traits.at.species.level
MILIUM EFFUSUM,Height,0.741222222222222,traits.at.species.level
MILIUM EFFUSUM,LA,2513.73666666667,traits.at.species.level
MILIUM EFFUSUM,Leaf C,462,traits.at.species.level
MILIUM EFFUSUM,Leaf N,21.8266666666667,traits.at.species.level
MILIUM EFFUSUM,Leaf P,2.55,traits.at.species.level
MILIUM EFFUSUM,SLA,38.6576902862889,traits.at.species.level
MILLOTIA TENUIFOLIA,Height,0.613333333333333,traits.at.species.level
MILLOTIA TENUIFOLIA,LA,8.6,traits.at.species.level
MILLOTIA TENUIFOLIA,Seed dry mass,0.139656666666667,traits.at.species.level
MILLOTIA TENUIFOLIA,SLA,36.4728433333334,traits.at.species.level
